interaction_type,event,target_text,response_text,label
Reply,Iran Deal,Happy happy happy birthday JaniceDean I love you more than whiskey ♥️🇺🇸⭐️⚡️ ,MeghanMcCain JaniceDean 🗣 Stop saying that President Obama gave Iran 400 billion This is lie The United States returned money that was owed to them And you know this 😡 ,6
Reply,Iran Deal,ryanjreilly not sure if I should comment on how you illegally sold weapons to Iran or about your conviction for lying to congress ,,6
Reply,Iran Deal,ryanjreilly deray Hes a liar he sold Iran firearms illegally and went to prison for it ,,6
Reply,Iran Deal,IDFSpokesperson Liar Iran is helping Syria to win a war against terrorist groupsIsrael is a lying countryyou kill the original inhabitants of a country and you came all the way from East Europe to claim being Jewish and get their lands by force ,,1
Reply,Iran Deal,IDFSpokesperson Wrong step taken by States Iran is peaceful and rich values countery ,,6
Reply,Iran Deal,If Trump wanted the drug flow human trafficking chemtrails fluoride rigged economy Chicago violence or any of our human problems to end they would have ended them by now The Gov has enormous power to do these things within days but they want hell not heaven qa non ,,1
Reply,Iran Deal,39 years after the overthrow of the Shah even many of Iran’s clerics appear nostalgic for the monarchy Regardless of one’s political leanings post revolutionary iran is a disaster Iran has fallen behind decades Yet DC folks still defend “moderates” ,AlirezaNader reformist and moderates actually prolonged this barbaric establishment with the false hope they represent Just think about it how can you reform islam Free iran noto islamic republic in Iran or anywhere else ,3
Reply,Iran Deal,theresamay realDonaldTrump agree to counter iran ' s destabilizing activity Downing Street ,"SputnikInt theresamay realDonaldTrump Irans ""Destabilizing activity""😒 says the lying tools aiding ISIS AlQaeda amp all of AlQaedas affiliate groups ",1
Reply,Iran Deal,Iraq elections become a battleground for Iranian influence ,emilyjodell Battle ground for Iran Sure that was Iran who invaded Iraq bases on lies thats Iran who got its soldiers in Iraq ,2
Reply,Iran Deal,realDonaldTrump Stop lying How many pages have you read feom the iran deal ,,1
Reply,Iran Deal,BREAKING US designates head of Irans central bank as a terrorist accuses him of funneling millions to Hezbollah ,AP Complete BS Pulling out of the peace agreement was a deflection tactic to take the heat off the Russian collusion investigation If anyone thinks differently they are falling for the smoke and mirrors ,1
Reply,Santa Fe Shooting,DennisMagnasco davidhogg111 NRA Why is fake news always 90 90 of gun owners want gun control Now 90 of gun owners dont like the NRA All fake news ,,1
Reply,Santa Fe Shooting,NRA There is no distinction between ‘good guys’ and ‘bad guys’ during gun sales If you are of age and not a felon it’s AOK Also gun owners aren’t just good or bad There are tons of them that are negligent irresponsible under the influence etc Why not try to stop them ,,2
Reply,Santa Fe Shooting,shannonrwatts dbongino NRATV NRA Fake news alert ,,1
Reply,Santa Fe Shooting,Asked my Rep Bill Flores to stand up to the NRA and not take their money and this is his response Im gonna take that as a no MomsDemand ,joannstringer shannonrwatts MomsDemand You shouldnt expect too much from RepBillFlores There is no way he is going to stand up to the NRA or not take their money Too fearful of them and likes the money too much Sad ,3
Reply,Santa Fe Shooting,shannonrwatts RayLong NRA Debunked Fusion GPS claims that have no basis in fact But when did this ever matter to the left or the fake news press ,,1
Reply,Santa Fe Shooting,NRA Ya no one is going there except you in false advertisements i dont trust people that lie about true agendas Like NRA who is in the business of selling weapons amp nothing else I guess you are happy everday when someone else is KILLED ,,1
Reply,Santa Fe Shooting,NRA No one wants to ban all guns Dont lie to your audience ,,1
Reply,Santa Fe Shooting,"Thank you markmadallas161 for your bravery selflessness and commitment ""Today we should all be very thankful to school resource officer Mark Dallas for his bravery and quick action to immediately diffuse a dangerous situation at Dixon High School"" Gov BruceRauner ",NRA MarkMadallas161 BruceRauner Fake News “It takes a good guy with a gun to stop a bad guy with a gun” So why hasn’t it work so far And now 21 kids are injured or dead Just think IF he had an AR15 the entire class could be dead Would “the good guy with a gun” didn’t helped Nope Fake News Retweet ,1
Reply,Santa Fe Shooting,The Democratic Party Has an ‘MSNBC Problem’ utmsourcetwamputmmediums3amputmcampaignsharebuttonb via intelligencer i am guilty of this too but closer to election we can pivot this is the biggest story in presidential history ,LyndaObst intelligencer I love you Lynda but this is bullshit Russian money is funding the NRA FOX news the President of the United States The Pentagon banned Chinese telecom co bc security risk Trump Inc got a 500 mil loan from China and stepped in to save the country We are under attack ,1
Reply,Santa Fe Shooting,realDonaldTrump Liar You told the Parkland kids you caref and then touted the NRA whose leadership has maligned those kids at every turn Nobody wants to hear your fake bullshit sympathy ,,1
Reply,Santa Fe Shooting,realDonaldTrump And you fucking lie to keep their votes ,,1
Reply,Santa Fe Shooting,realDonaldTrump Liar Your only concern is how much will the NRA give you for protecting them At least you didn’t give thoughts and prays because we know you don’t think and that you don’t pray for anyone but yourself STFU you are worthless ,,1
Reply,Santa Fe Shooting,realDonaldTrump Well now that you got that useless phony statement out of the way you can hit the links at Mara… ,,3
Reply,Santa Fe Shooting,realDonaldTrump You are a fucking liaras long as you keep sucking the NRAs dick ,,1
Reply,Santa Fe Shooting,,,3
Reply,Santa Fe Shooting,realDonaldTrump So next some day next week youll meet with survivors and spew some bullshit about enacting tougher gun laws then a couple of days later youll have lunch with the NRA and thatll be the of that right ,,3
Reply,Santa Fe Shooting,williamlegate Actually that’s not true the ult left need to stop trying to bash him every chance they get he never supported neo nazis so stop your fear mongering it’s petty on top of that the NRA doesn’t think like that so get it straight the NRA is here to protect you and gun rights ,,1
Reply,Santa Fe Shooting,Horrified by the shooting in Santa Fe that took the lives of 9 students and a teacher Their families hundreds of students and teachers who witnessed this tragedy will never be the same We must act to keep our schools and our children safe Words of condolence are not enough ,RepAdamSchiff Here is what you do lying little Adam Schiff along with your pal Soros all liberal Democrats and the fake news media Repeal all gun control laws everywhere at at levels Then resign and let Republicans take over real leaders Vote your ass out ,1
Reply,Santa Fe Shooting,shannonrwatts ofafreak NRA Vote Lying Ted OUT ,,6
Reply,Santa Fe Shooting,davidhogg111 David Stop Your Bullshit as you Collect moneys from George soros This were Two planning Nuts with a school Grudge and a team upThink before You SAYMORONnow they Find Explosives as well Follow the Story youll find something more sinister involvedGUN CONTROL ,,6
Reply,Santa Fe Shooting,DLoesch Of course blame the NRA for the Demon Seed kid whos parents didnt teach him right from wrong ,,6
Reply,Santa Fe Shooting,,,6
Reply,Santa Fe Shooting,,,1
Reply,Santa Fe Shooting,VP POTUS Get your lips off the AZZ of the NRA you will do nothing so stop lying ,,1
Reply,Santa Fe Shooting,eugenegu WalshFreedom No Its smug idiots like Joe Walsh who think white terrorists are fiction The NRA is the Pope And Trump deserves to be worshipped ,,2
Reply,Santa Fe Shooting,The news out of Texas is heartbreaking We all stand with the students faculty and staff at Santa Fe High today mourning this tragedy and thank our first responders who run toward danger to save lives ,SenCoryGardner You need to shut up about shootings You are an NRA whore and your fake sympathy is disgusting ,6
Reply,Santa Fe Shooting,"ChrChristensen Dunblane was a FAKE shooting just like Santa Fe Texass The second ""Doctor"" from todays FAKE shooting admiited it was a DRILL ",,1
Reply,Santa Fe Shooting,Armed Trump supporter comes to Texas high school where 10 students died to say ‘Make America Great Again’ Read more Twitter Facebook ,joncoopertweets Too bad he wasnt mistaken as a party to the crime Second amendment is a bright light for the crazies to come out armed Like moths to a bug light ,3
Reply,Santa Fe Shooting,Mourning the loss of innocent lives this morning in Texas Thankful for law enforcement who responded ,SteveDaines Wipe away those fake tears with the 121711 you took from the NRA ,1
Reply,Santa Fe Shooting,ProudResister Well you didnt actually give any numbers regarding Democrats So whats actually a false equivalency is given this information saying that Democrats dont take money from the NRA Hey Im no gun owner just the facts ,,2
